Date,Ticker,Action,Shares,Price,Total
1991-06-21,Stock_01,SELL,100,63.15342431079757,6315.342431079757
1991-06-21,Stock_02,BUY,100,80.37900269108147,-8037.900269108147
1991-06-21,Stock_03,SELL,100,98.58409973693736,9858.409973693737
1991-06-21,Stock_11,BUY,100,90.3779115880951,-9037.79115880951
1991-07-01,Stock_14,SELL,100,86.22762153357016,8622.762153357016
1991-07-01,Stock_15,BUY,100,45.093587810257446,-4509.358781025745
1991-07-03,Stock_02,BUY,100,79.34496596426933,-7934.496596426933
1991-07-03,Stock_09,SELL,100,88.18354257378596,8818.354257378596
1991-07-03,Stock_10,SELL,100,97.13342314187496,9713.342314187496
1991-07-03,Stock_11,BUY,100,87.31697429536995,-8731.697429536995
1991-07-05,Stock_03,BUY,100,104.0133898779926,-10401.33898779926
1991-07-05,Stock_09,SELL,100,91.64173441841476,9164.173441841476
1991-07-08,Stock_02,BUY,100,81.61983381339145,-8161.983381339145
1991-07-08,Stock_09,SELL,100,92.07398370858448,9207.398370858447
1991-07-09,Stock_02,SELL,100,81.82666307390936,8182.666307390936
1991-07-09,Stock_03,BUY,100,101.29877311880136,-10129.877311880136
1991-07-09,Stock_06,BUY,100,96.15978456397394,-9615.978456397394
1991-07-09,Stock_08,SELL,100,115.82720124291104,11582.720124291105
1991-07-16,Stock_10,BUY,100,99.84665253719834,-9984.665253719833
1991-07-16,Stock_11,SELL,100,95.07284478240258,9507.284478240259
1991-07-18,Stock_10,SELL,100,107.28863059795704,10728.863059795704
1991-07-18,Stock_11,BUY,100,99.83686108330696,-9983.686108330696
1991-07-19,Stock_02,SELL,100,82.92963790684365,8292.963790684365
1991-07-19,Stock_09,BUY,100,92.07398370858448,-9207.398370858447
1991-07-23,Stock_14,BUY,100,96.32255215590838,-9632.255215590838
1991-07-23,Stock_15,SELL,100,50.97536270713052,5097.5362707130525
1991-07-25,Stock_06,BUY,100,96.87711143208206,-9687.711143208206
1991-07-25,Stock_08,SELL,100,125.23158625937155,12523.158625937156
1991-07-25,Stock_10,BUY,100,95.81557927941448,-9581.557927941449
1991-07-25,Stock_11,SELL,100,90.3779115880951,9037.79115880951
1991-08-08,Stock_06,SELL,100,92.7807957472096,9278.07957472096
1991-08-08,Stock_08,BUY,100,117.79443789644486,-11779.443789644487
1991-08-09,Stock_02,BUY,100,75.65692421789045,-7565.692421789045
1991-08-09,Stock_09,SELL,100,86.8867339268857,8688.67339268857
1991-08-12,Stock_10,SELL,100,80.3889616559304,8038.89616559304
1991-08-12,Stock_11,BUY,100,80.98799881630127,-8098.799881630127
1991-08-13,Stock_02,SELL,100,79.72413799973404,7972.413799973404
1991-08-13,Stock_09,BUY,100,89.04808673641872,-8904.808673641872
1991-08-13,Stock_10,BUY,100,85.2727676240005,-8527.27676240005
1991-08-13,Stock_11,SELL,100,84.99251839324958,8499.251839324957
1991-08-16,Stock_02,SELL,100,85.61812941198151,8561.812941198152
1991-08-16,Stock_03,BUY,100,100.155731224252,-10015.5731224252
1991-08-16,Stock_11,BUY,100,88.35263646626969,-8835.263646626969
1991-08-16,Stock_14,SELL,100,103.10509685396345,10310.509685396344
1991-08-19,Stock_10,BUY,100,91.39690182229867,-9139.690182229868
1991-08-19,Stock_14,SELL,100,104.73501069613174,10473.501069613174
1991-08-26,Stock_14,SELL,100,103.52568707109168,10352.568707109169
1991-08-26,Stock_15,BUY,100,48.22218992293277,-4822.218992293277
1991-08-28,Stock_02,BUY,100,80.34454110909614,-8034.454110909614
1991-08-28,Stock_09,SELL,100,92.9385582594128,9293.85582594128
1991-08-29,Stock_02,BUY,100,78.93134230825359,-7893.134230825359
1991-08-29,Stock_03,SELL,100,95.72659251738928,9572.659251738927
1991-08-30,Stock_11,SELL,100,88.5827712465108,8858.27712465108
1991-08-30,Stock_14,BUY,100,99.79269130375052,-9979.26913037505
1991-09-02,Stock_06,BUY,100,90.35608191728744,-9035.608191728745
1991-09-02,Stock_08,SELL,100,117.17068337621603,11717.068337621604
1991-09-03,Stock_02,SELL,100,78.24198116990073,7824.198116990073
1991-09-03,Stock_09,BUY,100,87.75128568656734,-8775.128568656733
1991-09-03,Stock_10,SELL,200,90.69920037647722,18139.840075295444
1991-09-03,Stock_11,BUY,100,90.83819042521316,-9083.819042521316
1991-09-03,Stock_14,BUY,100,103.84116735030322,-10384.116735030322
1991-09-05,Stock_06,SELL,100,95.21060532383264,9521.060532383264
1991-09-05,Stock_08,BUY,100,122.44868923321653,-12244.868923321652
1991-09-09,Stock_14,BUY,100,104.9979000255137,-10499.79000255137
1991-09-09,Stock_15,SELL,100,49.51533422695732,4951.533422695732
1991-09-13,Stock_11,BUY,100,94.35938800178482,-9435.938800178483
1991-09-13,Stock_14,SELL,100,115.0402920338351,11504.02920338351
1991-09-16,Stock_10,BUY,100,95.11788651298302,-9511.788651298302
1991-09-16,Stock_14,SELL,100,118.82585912507606,11882.585912507606
1991-09-17,Stock_02,SELL,100,85.78888831887348,8578.888831887347
1991-09-17,Stock_09,BUY,100,91.20947753119614,-9120.947753119613
1991-09-17,Stock_10,SELL,100,93.33490546017822,9333.490546017822
1991-09-17,Stock_11,BUY,100,91.85083726276164,-9185.083726276165
1991-09-19,Stock_10,BUY,100,93.72251833890016,-9372.251833890015
1991-09-19,Stock_11,SELL,100,92.95553615707942,9295.553615707942
1991-09-23,Stock_02,BUY,100,88.91103094370146,-8891.103094370146
1991-09-23,Stock_06,SELL,100,99.14416072559494,9914.416072559494
1991-09-23,Stock_08,BUY,100,120.9132609142168,-12091.32609142168
1991-09-23,Stock_09,SELL,100,99.42261668801184,9942.261668801184
1991-09-23,Stock_10,SELL,100,96.97840055680022,9697.840055680022
1991-09-23,Stock_11,BUY,100,93.87611238458705,-9387.611238458705
1991-09-24,Stock_03,BUY,100,100.58435856546583,-10058.435856546583
1991-09-24,Stock_09,SELL,100,101.15171261032626,10115.171261032625
1991-09-24,Stock_14,BUY,100,123.66299661779809,-12366.299661779809
1991-09-24,Stock_15,SELL,100,62.57204921789561,6257.204921789561
1991-09-30,Stock_10,SELL,100,100.77691823849698,10077.691823849698
1991-09-30,Stock_14,BUY,100,122.50632282037697,-12250.632282037697
1991-10-01,Stock_03,SELL,100,104.87060681197178,10487.060681197177
1991-10-01,Stock_09,BUY,100,103.74534509822452,-10374.534509822452
1991-10-01,Stock_11,SELL,100,99.92891314007628,9992.891314007627
1991-10-01,Stock_14,BUY,100,125.66098168900751,-12566.098168900751
1991-10-03,Stock_10,BUY,100,99.30401707340168,-9930.401707340168
1991-10-03,Stock_11,SELL,100,97.60444796132012,9760.444796132011
1991-10-04,Stock_14,SELL,100,122.29599827291815,12229.599827291815
1991-10-04,Stock_15,BUY,100,59.40171996734258,-5940.171996734258
1991-10-14,Stock_10,BUY,100,108.06385635540089,-10806.38563554009
1991-10-14,Stock_11,SELL,200,110.07829480591886,22015.65896118377
1991-10-14,Stock_14,BUY,100,129.44658803210802,-12944.658803210803
1991-10-16,Stock_10,SELL,100,106.9785593896375,10697.85593896375
1991-10-16,Stock_14,BUY,100,121.34962285504942,-12134.962285504942
1991-10-18,Stock_14,SELL,100,122.82179001563532,12282.17900156353
1991-10-18,Stock_15,BUY,100,55.35540287912029,-5535.540287912029
1991-10-24,Stock_06,BUY,100,105.9942884967252,-10599.42884967252
1991-10-24,Stock_08,SELL,100,129.11805285336436,12911.805285336435
1991-10-25,Stock_14,BUY,100,122.50632282037697,-12250.632282037697
1991-10-25,Stock_15,SELL,100,58.81772807556307,5881.772807556306
1991-10-28,Stock_10,SELL,100,110.932108335799,11093.2108335799
1991-10-28,Stock_11,BUY,100,111.62027575727498,-11162.027575727498
1991-10-31,Stock_02,SELL,100,108.0600256108476,10806.00256108476
1991-10-31,Stock_03,BUY,100,118.30093226714098,-11830.093226714098
1991-11-11,Stock_02,BUY,100,105.28480985863231,-10528.48098586323
1991-11-11,Stock_03,SELL,100,116.72930077982632,11672.930077982632
1991-11-20,Stock_01,SELL,100,79.2257158341473,7922.5715834147295
1991-11-20,Stock_11,BUY,100,116.45331950496164,-11645.331950496164
1991-11-21,Stock_03,SELL,100,123.58736340487984,12358.736340487983
1991-11-21,Stock_09,BUY,100,117.1457872160812,-11714.57872160812
1991-11-21,Stock_11,BUY,100,112.01153642424651,-11201.153642424651
1991-11-21,Stock_15,SELL,100,55.27197297872706,5527.197297872705
1991-11-25,Stock_06,SELL,100,105.13817022813684,10513.817022813684
1991-11-25,Stock_08,BUY,100,131.90102046279844,-13190.102046279844
1991-11-26,Stock_03,BUY,100,125.15895714374604,-12515.895714374603
1991-11-26,Stock_06,BUY,100,106.55790598125785,-10655.790598125785
1991-11-26,Stock_08,SELL,100,134.73190403537714,13473.190403537714
1991-11-26,Stock_09,SELL,100,118.01032378166508,11801.032378166508
1991-11-27,Stock_01,BUY,100,75.81856424765789,-7581.856424765789
1991-11-27,Stock_02,BUY,100,113.43701858255764,-11343.701858255765
1991-11-27,Stock_03,SELL,100,127.73072119102898,12773.072119102897
1991-11-27,Stock_11,SELL,100,113.96775626938236,11396.775626938237
1991-11-27,Stock_14,SELL,100,112.30624300826253,11230.624300826254
1991-11-27,Stock_15,BUY,100,54.67623216237112,-5467.6232162371125
1991-11-28,Stock_06,BUY,100,99.45924362707537,-9945.924362707538
1991-11-28,Stock_08,SELL,100,130.0777333652101,13007.77333652101
1991-11-28,Stock_10,BUY,100,109.09056743855665,-10909.056743855665
1991-11-28,Stock_14,SELL,100,109.0463891560196,10904.63891560196
1991-12-02,Stock_03,SELL,100,127.29726833981633,12729.726833981633
1991-12-02,Stock_09,BUY,100,114.07013717079518,-11407.013717079517
1991-12-03,Stock_01,BUY,200,72.40134230063869,-14480.268460127738
1991-12-03,Stock_10,SELL,100,110.05595863124978,11005.595863124978
1991-12-03,Stock_11,SELL,100,112.83422559108404,11283.422559108403
1991-12-11,Stock_10,BUY,100,102.8154292127611,-10281.54292127611
1991-12-11,Stock_14,SELL,100,110.41341366880587,11041.341366880588
1991-12-24,Stock_10,SELL,100,104.90713616843294,10490.713616843293
1991-12-24,Stock_14,BUY,100,108.52060395527904,-10852.060395527904
1991-12-25,Stock_01,SELL,100,62.03800571145506,6203.800571145505
1991-12-25,Stock_10,SELL,100,103.2981421678877,10329.81421678877
1991-12-25,Stock_11,BUY,200,103.42338472898771,-20684.676945797542
1991-12-26,Stock_01,SELL,100,62.96076752141796,6296.076752141796
1991-12-26,Stock_02,SELL,100,100.92583562736864,10092.583562736863
1991-12-26,Stock_03,BUY,100,120.79511066995758,-12079.511066995758
1991-12-26,Stock_10,BUY,100,105.4702983896173,-10547.02983896173
1991-12-27,Stock_14,BUY,100,113.67321518523607,-11367.321518523608
1991-12-27,Stock_15,SELL,100,57.90259688840841,5790.259688840841
1991-12-30,Stock_03,BUY,100,110.68071588422626,-11068.071588422627
1991-12-30,Stock_09,SELL,100,98.3963617429028,9839.636174290279
1991-12-30,Stock_11,BUY,100,104.88038242003309,-10488.03824200331
1991-12-30,Stock_14,SELL,100,111.3920410312772,11139.20410312772
1991-12-31,Stock_02,BUY,100,94.75735689278956,-9475.735689278956
1991-12-31,Stock_09,SELL,100,99.26712029152004,9926.712029152004
1992-01-01,Stock_11,SELL,100,103.61446487262717,10361.446487262716
1992-01-01,Stock_14,BUY,100,107.67895249870796,-10767.895249870795
1992-01-03,Stock_10,BUY,100,103.05679436971442,-10305.679436971443
1992-01-03,Stock_11,SELL,100,105.09533134751484,10509.533134751484
1992-01-06,Stock_02,SELL,100,95.14069280779462,9514.069280779462
1992-01-06,Stock_09,BUY,100,99.26712029152004,-9926.712029152004
1992-01-10,Stock_14,SELL,100,102.92841115014492,10292.841115014493
1992-01-10,Stock_15,BUY,100,51.57891756816623,-5157.8917568166235
1992-01-13,Stock_06,SELL,100,86.33157441176948,8633.157441176949
1992-01-13,Stock_08,BUY,100,116.95121979502008,-11695.121979502008
1992-01-13,Stock_10,BUY,100,97.3448096857132,-9734.48096857132
1992-01-13,Stock_14,SELL,100,105.7132193721011,10571.321937210108
1992-01-14,Stock_02,BUY,100,89.46017493274788,-8946.017493274787
1992-01-14,Stock_03,SELL,100,110.68071588422626,11068.071588422627
1992-01-16,Stock_10,SELL,100,97.10345320814992,9710.345320814991
1992-01-16,Stock_14,BUY,100,102.0547498021052,-10205.47498021052
1992-01-17,Stock_02,SELL,100,89.04194411336512,8904.194411336512
1992-01-17,Stock_03,SELL,100,109.38024408524278,10938.024408524278
1992-01-17,Stock_09,BUY,200,92.3010215143866,-18460.204302877322
1992-01-20,Stock_10,BUY,100,96.13806201545678,-9613.806201545678
1992-01-20,Stock_14,SELL,200,105.0579553706357,21011.59107412714
1992-01-20,Stock_15,BUY,100,49.08386245860628,-4908.386245860628
1992-01-22,Stock_10,SELL,100,94.68994918824704,9468.994918824705
1992-01-22,Stock_14,BUY,100,98.99692527100136,-9899.692527100136
1992-01-23,Stock_03,BUY,100,102.44467760402796,-10244.467760402797
1992-01-23,Stock_09,SELL,100,87.51181910879627,8751.181910879628
1992-01-24,Stock_10,SELL,100,95.41399258276688,9541.399258276688
1992-01-24,Stock_14,BUY,100,97.95945937105436,-9795.945937105436
1992-01-28,Stock_01,SELL,200,60.46983628093899,12093.967256187798
1992-01-28,Stock_02,BUY,100,86.81155904914125,-8681.155904914125
1992-01-28,Stock_09,SELL,100,91.86565743417574,9186.565743417574
1992-01-28,Stock_10,BUY,200,99.43651664138504,-19887.30332827701
1992-01-28,Stock_11,BUY,100,100.03168898779845,-10003.168898779844
1992-01-28,Stock_14,SELL,100,102.3823785318496,10238.237853184959
1992-01-30,Stock_02,BUY,100,88.31010741912685,-8831.010741912685
1992-01-30,Stock_09,SELL,100,96.65483704861944,9665.483704861945
1992-02-03,Stock_01,BUY,100,60.07668459196017,-6007.6684591960175
1992-02-03,Stock_02,SELL,100,88.65858827549144,8865.858827549144
1992-02-03,Stock_03,BUY,200,107.64639493194365,-21529.27898638873
1992-02-03,Stock_09,SELL,100,96.21945777431084,9621.945777431083
1992-02-03,Stock_10,SELL,100,101.6891221291724,10168.912212917241
1992-02-06,Stock_01,BUY,100,61.47925598903052,-6147.925598903052
1992-02-06,Stock_11,SELL,100,104.59377148120971,10459.377148120971
1992-02-10,Stock_02,SELL,100,92.8754825692332,9287.548256923319
1992-02-10,Stock_03,BUY,100,110.10273680655548,-11010.273680655548
1992-02-11,Stock_02,SELL,100,92.73607229610565,9273.607229610565
1992-02-11,Stock_09,BUY,100,97.09021632292806,-9709.021632292806
1992-02-11,Stock_14,BUY,100,100.79886692965412,-10079.886692965412
1992-02-11,Stock_15,SELL,100,46.93294219466429,4693.294219466429
1992-02-18,Stock_10,SELL,100,110.69956143910188,11069.956143910189
1992-02-18,Stock_11,BUY,100,107.985467222399,-10798.5467222399
1992-02-19,Stock_01,SELL,100,66.34574024526026,6634.574024526026
1992-02-19,Stock_11,BUY,100,110.63672972614444,-11063.672972614444
1992-02-20,Stock_01,BUY,100,64.60314859876796,-6460.314859876796
1992-02-20,Stock_11,SELL,100,109.87240915158672,10987.240915158673
1992-02-24,Stock_01,BUY,100,62.02114930998231,-6202.114930998231
1992-02-24,Stock_06,SELL,100,88.07546037732814,8807.546037732815
1992-02-24,Stock_08,BUY,100,116.9009846669926,-11690.098466699259
1992-02-24,Stock_10,SELL,100,110.69956143910188,11069.956143910189
1992-02-26,Stock_06,BUY,100,87.54093213926011,-8754.093213926011
1992-02-26,Stock_08,SELL,100,117.95592235556973,11795.592235556973
1992-02-27,Stock_02,BUY,100,88.779669509494,-8877.9669509494
1992-02-27,Stock_03,SELL,100,103.16711370266792,10316.711370266792
1992-03-02,Stock_03,SELL,100,101.8549965073248,10185.49965073248
1992-03-02,Stock_09,BUY,100,92.73639319164634,-9273.639319164635
1992-03-02,Stock_14,SELL,100,106.5322879254738,10653.22879254738
1992-03-02,Stock_15,BUY,100,48.051416135417256,-4805.141613541726
1992-03-05,Stock_03,SELL,100,104.87078926280616,10487.078926280616
1992-03-05,Stock_09,BUY,100,92.3010215143866,-9230.102151438661
1992-03-05,Stock_10,BUY,100,117.21602142490066,-11721.602142490066
1992-03-05,Stock_11,SELL,100,116.84692716078358,11684.692716078358
1992-03-06,Stock_06,BUY,100,85.75925887328691,-8575.92588732869
1992-03-06,Stock_08,SELL,100,119.563496869077,11956.3496869077
1992-03-09,Stock_02,SELL,100,84.9181493846573,8491.81493846573
1992-03-09,Stock_09,BUY,100,87.94718318900713,-8794.718318900714
1992-03-09,Stock_10,SELL,100,114.96343329589334,11496.343329589334
1992-03-09,Stock_14,BUY,100,104.83957110801458,-10483.957110801459
1992-03-10,Stock_02,BUY,100,82.91719607539412,-8291.719607539411
1992-03-10,Stock_03,SELL,100,100.31704292747273,10031.704292747272
1992-03-13,Stock_01,SELL,100,66.27135778275041,6627.135778275041
1992-03-13,Stock_10,BUY,100,123.16933654829512,-12316.933654829512
1992-03-16,Stock_02,BUY,100,89.72750994524698,-8972.750994524698
1992-03-16,Stock_06,SELL,100,90.9657580591983,9096.575805919829
1992-03-16,Stock_08,BUY,100,119.51328190770066,-11951.328190770066
1992-03-16,Stock_09,SELL,100,94.95557473725988,9495.557473725989
1992-03-17,Stock_03,BUY,100,105.91245769893132,-10591.245769893132
1992-03-17,Stock_09,SELL,100,90.55948922305436,9055.948922305435
1992-03-23,Stock_10,BUY,100,122.44530183316527,-12244.530183316527
1992-03-23,Stock_14,SELL,100,114.12221720670684,11412.221720670683
1992-03-24,Stock_14,BUY,100,115.43270595777808,-11543.270595777809
1992-03-24,Stock_15,SELL,100,49.55705788264043,4955.705788264043
1992-03-27,Stock_02,BUY,100,88.33909519296044,-8833.909519296045
1992-03-27,Stock_09,SELL,100,102.79820582015992,10279.820582015993
1992-03-30,Stock_03,BUY,100,111.11416873543894,-11111.416873543894
1992-03-30,Stock_09,SELL,100,101.00867537399893,10100.867537399892
1992-04-01,Stock_10,SELL,100,124.45655084338937,12445.655084338936
1992-04-01,Stock_14,BUY,100,113.68540942960506,-11368.540942960506
1992-04-02,Stock_02,SELL,100,92.88692825725204,9288.692825725204
1992-04-02,Stock_03,BUY,100,115.01544572141154,-11501.544572141154
1992-04-02,Stock_10,BUY,100,126.1460201481624,-12614.60201481624
1992-04-02,Stock_14,SELL,100,115.97875166002656,11597.875166002656
1992-04-07,Stock_14,SELL,100,113.24856240064372,11324.856240064371
1992-04-07,Stock_15,BUY,100,46.07257548196533,-4607.257548196533
1992-04-08,Stock_02,SELL,100,92.67629372882884,9267.629372882884
1992-04-08,Stock_09,BUY,100,103.62094342280174,-10362.094342280174
1992-04-13,Stock_03,SELL,100,108.5133258000013,10851.33258000013
1992-04-13,Stock_09,BUY,100,98.3963617429028,-9839.636174290279
1992-04-15,Stock_10,BUY,100,117.69872570063724,-11769.872570063724
1992-04-15,Stock_11,SELL,200,119.18769138859176,23837.53827771835
1992-04-15,Stock_14,BUY,100,105.82242458736482,-10582.242458736482
1992-04-22,Stock_11,BUY,100,121.81509438513068,-12181.509438513067
1992-04-22,Stock_14,SELL,100,115.10508377001028,11510.508377001028
1992-04-23,Stock_06,SELL,100,101.69557894329148,10169.557894329148
1992-04-23,Stock_08,BUY,100,129.05829906599163,-12905.829906599163
1992-04-23,Stock_10,SELL,100,121.0776295926233,12107.762959262329
1992-04-23,Stock_11,BUY,100,121.21792023391964,-12121.792023391965
1992-04-24,Stock_10,BUY,100,121.15810489685109,-12115.81048968511
1992-04-24,Stock_14,SELL,100,117.07084306452352,11707.084306452352
1992-04-28,Stock_02,SELL,100,92.04442002786212,9204.442002786212
1992-04-28,Stock_03,BUY,200,106.34593571577632,-21269.187143155264
1992-04-28,Stock_09,SELL,100,101.4440318571609,10144.40318571609
1992-04-29,Stock_10,BUY,100,123.4106930258584,-12341.06930258584
1992-04-29,Stock_11,SELL,100,130.77207584206343,13077.207584206342
1992-04-30,Stock_02,BUY,100,91.4125164425925,-9141.25164425925
1992-04-30,Stock_09,SELL,100,111.89321041105656,11189.321041105655
1992-05-05,Stock_06,BUY,100,104.78901721344876,-10478.901721344875
1992-05-05,Stock_08,SELL,100,134.73503994963178,13473.50399496318
1992-05-08,Stock_10,SELL,100,124.29562627310378,12429.562627310377
1992-05-08,Stock_14,BUY,100,119.0365761911304,-11903.657619113039
1992-05-13,Stock_02,BUY,100,84.2438001278052,-8424.38001278052
1992-05-13,Stock_03,SELL,100,96.40913479738174,9640.913479738174
1992-05-18,Stock_02,SELL,100,85.65848318235949,8565.848318235949
1992-05-18,Stock_03,SELL,100,98.4697785606806,9846.977856068059
1992-05-18,Stock_09,BUY,200,104.05629990596373,-20811.259981192747
1992-05-22,Stock_10,BUY,100,116.4919693509908,-11649.19693509908
1992-05-22,Stock_14,SELL,100,122.96805552829731,12296.805552829732
1992-05-27,Stock_01,SELL,100,88.73369680838674,8873.369680838674
1992-05-27,Stock_10,BUY,100,118.42279513332714,-11842.279513332714
1992-05-28,Stock_01,SELL,100,88.7762299116883,8877.62299116883
1992-05-28,Stock_11,BUY,100,133.63830582656217,-13363.830582656217
1992-05-28,Stock_14,BUY,100,129.1929163477453,-12919.29163477453
1992-05-28,Stock_15,SELL,100,42.828998268026055,4282.899826802605
1992-05-29,Stock_11,BUY,100,130.17492952075972,-13017.492952075972
1992-05-29,Stock_14,SELL,100,128.64687064549682,12864.687064549682
1992-06-01,Stock_10,SELL,100,116.65287656249636,11665.287656249637
1992-06-01,Stock_11,BUY,100,130.17492952075972,-13017.492952075972
1992-06-02,Stock_06,SELL,100,100.47712108199852,10047.712108199852
1992-06-02,Stock_08,BUY,100,124.28577032019496,-12428.577032019495
1992-06-05,Stock_14,SELL,100,127.22717013718524,12722.717013718524
1992-06-05,Stock_15,BUY,100,41.17710086545768,-4117.710086545768
1992-06-08,Stock_01,BUY,100,82.47528995960985,-8247.528995960985
1992-06-08,Stock_11,SELL,100,131.36920361009558,13136.920361009557
1992-06-12,Stock_01,BUY,100,83.13404837810515,-8313.404837810514
1992-06-12,Stock_10,SELL,100,113.8371001741346,11383.710017413461
1992-06-15,Stock_11,SELL,100,129.10007356372168,12910.007356372167
1992-06-15,Stock_14,BUY,100,124.38778220451528,-12438.778220451528
1992-06-16,Stock_06,BUY,100,96.02484984779224,-9602.484984779225
1992-06-16,Stock_08,SELL,100,119.563496869077,11956.3496869077
1992-06-16,Stock_10,SELL,100,113.59577841413136,11359.577841413136
1992-06-16,Stock_14,BUY,100,125.04301349609771,-12504.301349609772
1992-06-17,Stock_02,BUY,100,84.45601852428324,-8445.601852428324
1992-06-17,Stock_03,SELL,100,102.73829132780357,10273.829132780356
1992-06-22,Stock_01,SELL,100,85.16354048098589,8516.354048098588
1992-06-22,Stock_10,BUY,100,109.65371230096098,-10965.371230096098
1992-06-25,Stock_14,BUY,100,124.9337886549042,-12493.37886549042
1992-06-25,Stock_15,SELL,100,42.60530208699762,4260.530208699762
1992-06-30,Stock_11,BUY,100,126.23385285585871,-12623.385285585871
1992-06-30,Stock_14,SELL,100,124.7153782243767,12471.537822437671
1992-07-01,Stock_14,BUY,100,126.57191267769645,-12657.191267769645
1992-07-01,Stock_15,SELL,100,45.0401326409709,4504.0132640970905
1992-07-02,Stock_02,SELL,100,94.5002124275866,9450.021242758661
1992-07-02,Stock_03,BUY,100,113.77748535313012,-11377.748535313012
1992-07-09,Stock_06,SELL,100,99.79525109230326,9979.525109230326
1992-07-09,Stock_08,BUY,100,121.22129642728616,-12122.129642728616
1992-07-15,Stock_11,SELL,100,131.36920361009558,13136.920361009557
1992-07-15,Stock_14,BUY,100,129.52052545155993,-12952.052545155993
1992-07-21,Stock_10,BUY,100,114.23936386320344,-11423.936386320343
1992-07-21,Stock_14,SELL,100,134.87173146494482,13487.173146494482
1992-07-23,Stock_02,SELL,100,106.10050190686758,10610.050190686758
1992-07-23,Stock_03,BUY,100,112.30558526673022,-11230.558526673021
1992-07-23,Stock_10,SELL,100,116.33107081887528,11633.107081887527
1992-07-23,Stock_14,BUY,100,133.3428191993929,-13334.281919939289
1992-07-24,Stock_14,SELL,100,133.77964006044786,13377.964006044785
1992-07-24,Stock_15,BUY,100,48.73971368420994,-4873.971368420994
1992-07-28,Stock_01,BUY,100,94.32271584501738,-9432.27158450174
1992-07-28,Stock_11,SELL,100,136.98223617015947,13698.223617015947
1992-07-29,Stock_06,BUY,100,105.25725971584934,-10525.725971584934
1992-07-29,Stock_08,SELL,100,126.34544081929845,12634.544081929844
1992-07-30,Stock_01,SELL,100,97.10661538055405,9710.661538055405
1992-07-30,Stock_10,SELL,100,121.64079181380764,12164.079181380765
1992-07-30,Stock_11,BUY,100,138.53480176293183,-13853.480176293184
1992-07-30,Stock_14,BUY,100,135.3085392420466,-13530.85392420466
1992-07-31,Stock_01,BUY,100,96.98973863648716,-9698.973863648716
1992-07-31,Stock_10,SELL,100,122.6061916858908,12260.61916858908
1992-07-31,Stock_11,SELL,100,139.49019320449324,13949.019320449324
1992-07-31,Stock_14,BUY,100,135.9638097854886,-13596.38097854886
1992-08-03,Stock_14,SELL,100,134.87173146494482,13487.173146494482
1992-08-03,Stock_15,BUY,100,47.40613761869844,-4740.613761869844
1992-08-06,Stock_01,BUY,100,93.9508423542127,-9395.08423542127
1992-08-06,Stock_10,BUY,100,121.39943533624434,-12139.943533624433
1992-08-06,Stock_11,SELL,200,144.38668914086293,28877.337828172585
1992-08-07,Stock_02,BUY,100,118.69267132297313,-11869.267132297313
1992-08-07,Stock_03,SELL,100,127.76052988252115,12776.052988252115
1992-08-12,Stock_14,BUY,100,128.42843404706298,-12842.843404706298
1992-08-12,Stock_15,SELL,100,46.84690761271115,4684.690761271115
1992-08-13,Stock_06,BUY,100,107.86377928474752,-10786.377928474752
1992-08-13,Stock_08,SELL,100,131.92179211348824,13192.179211348825
1992-08-17,Stock_01,SELL,100,101.2930824309866,10129.30824309866
1992-08-17,Stock_11,BUY,100,146.0586821425689,-14605.86821425689
1992-08-19,Stock_02,BUY,100,123.67527118759722,-12367.52711875972
1992-08-19,Stock_03,SELL,100,137.18064262077917,13718.064262077916
1992-08-19,Stock_06,SELL,100,111.34584824652975,11134.584824652975
1992-08-19,Stock_08,BUY,100,133.37857049298287,-13337.857049298287
1992-08-21,Stock_10,SELL,100,131.77751216915576,13177.751216915576
1992-08-21,Stock_11,BUY,100,152.74656138303507,-15274.656138303508
1992-08-25,Stock_06,BUY,100,109.10591882877586,-10910.591882877585
1992-08-25,Stock_08,SELL,100,133.78050193383058,13378.050193383058
1992-09-01,Stock_02,SELL,100,125.09887968729063,12509.887968729063
1992-09-01,Stock_03,BUY,100,139.83001747816078,-13983.001747816079
1992-09-10,Stock_06,SELL,100,100.32938545623016,10032.938545623016
1992-09-10,Stock_08,BUY,100,124.08484997473624,-12408.484997473624
1992-09-21,Stock_06,SELL,100,104.01512017182104,10401.512017182104
1992-09-21,Stock_08,BUY,100,125.08958278526256,-12508.958278526257
1992-09-21,Stock_10,SELL,100,143.8450409480602,14384.50409480602
1992-09-21,Stock_11,BUY,100,160.03154056162606,-16003.154056162606
1992-09-23,Stock_02,SELL,100,130.2594007300735,13025.94007300735
1992-09-23,Stock_03,BUY,100,141.5963302971627,-14159.63302971627
1992-09-29,Stock_02,BUY,100,132.57281434924687,-13257.281434924687
1992-09-29,Stock_03,SELL,100,146.0119928079139,14601.199280791392
1992-10-01,Stock_02,SELL,100,131.3271270277122,13132.712702771221
1992-10-01,Stock_03,BUY,100,139.97723642727794,-13997.723642727795
1992-10-05,Stock_01,BUY,200,89.29686832751266,-17859.37366550253
1992-10-05,Stock_10,SELL,100,147.40704525182252,14740.704525182253
1992-10-05,Stock_11,SELL,100,164.92804577463156,16492.804577463157
1992-10-06,Stock_10,BUY,100,146.90594934864217,-14690.594934864217
